SCORES the 	 0.07 0.7 0.88 0.03 0.04 0.05 0.88 0.17 0.89 0.04 0.96 0.01 0.79 0.74 0.86 0.99 0.97 0.98 1.0 1.0 0.03
SCORES was 	 0.01 0.95 0.81 0.01 0.01 0.0 0.98 0.32 0.87 0.04 0.99 0.0 0.98 0.96 0.95 1.0 0.99 1.0 1.0 1.0 0.01
SCORES that 	 0.0 0.99 0.97 0.42 0.0 0.0 1.0 0.92 0.99 0.1 1.0 0.0 0.99 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.02
SCORES fact 	 0.0 0.99 0.99 0.12 0.0 0.0 1.0 0.95 1.0 0.03 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 0.0 1.0 1.0 0.34 0.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES report 	 0.0 1.0 1.0 0.51 0.0 0.0 1.0 0.98 1.0 0.07 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.01
SCORES belief 	 0.0 1.0 0.99 0.81 0.0 0.0 1.0 0.99 1.0 0.14 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.02
SCORES finding 	 0.0 1.0 1.0 0.15 0.0 0.0 1.0 0.91 1.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES prediction 	 0.0 1.0 0.99 0.07 0.0 0.0 1.0 1.0 1.0 0.01 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.12 0.68 0.77 0.14 0.07 0.08 0.89 0.29 0.92 0.17 0.94 0.04 0.9 0.86 0.88 0.97 0.94 0.97 0.99 1.0 0.06
SCORES by 	 0.01 0.7 0.89 0.16 0.01 0.01 0.99 0.52 0.98 0.1 0.99 0.0 0.99 0.97 0.97 1.0 0.99 1.0 1.0 1.0 0.03
SCORES about 	 0.0 1.0 0.99 0.22 0.0 0.0 1.0 0.98 1.0 0.05 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
