SCORES the 	 0.04 0.96 0.95 0.97 0.89 0.69 0.99 0.94 0.98 0.97 0.92 0.98 0.92 0.99 0.97 0.92 0.97 1.0 1.0 1.0 0.91
SCORES was 	 0.01 0.96 0.97 0.96 0.96 0.87 0.99 0.95 0.98 1.0 0.99 1.0 0.99 0.99 0.99 0.97 0.99 1.0 1.0 1.0 0.94
SCORES that 	 0.01 0.99 0.99 0.99 0.97 0.89 1.0 0.96 1.0 0.99 0.99 1.0 0.99 1.0 1.0 0.99 1.0 1.0 1.0 1.0 0.88
SCORES fact 	 0.0 1.0 1.0 1.0 0.99 0.94 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.94
SCORES information 	 0.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99
SCORES report 	 0.0 1.0 1.0 1.0 1.0 0.96 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99
SCORES belief 	 0.0 1.0 1.0 1.0 1.0 0.99 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9
SCORES finding 	 0.0 1.0 1.0 1.0 1.0 0.98 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.94
SCORES prediction 	 0.0 1.0 1.0 1.0 1.0 0.98 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.98
SCORES of 	 0.06 0.89 0.92 0.9 0.88 0.79 0.96 0.92 0.96 0.92 0.9 0.96 0.9 0.96 0.94 0.92 0.95 0.99 0.99 1.0 0.82
SCORES by 	 0.01 0.96 0.98 0.96 0.94 0.9 0.98 0.95 0.99 0.99 0.98 0.99 0.96 1.0 0.98 0.98 0.98 1.0 1.0 1.0 0.88
SCORES about 	 0.0 1.0 1.0 1.0 1.0 0.99 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.97
