SCORES the 	 0.61 0.68 0.64 0.74 0.54 0.74 0.73 0.45 0.57 0.79 0.71 0.7 0.49 0.69 0.86 0.32 0.59 0.71 0.19 1.0 0.4
SCORES was 	 0.74 0.19 0.32 0.42 0.24 0.95 0.79 0.41 0.6 0.43 0.7 0.92 0.63 0.8 0.98 0.1 0.34 0.89 0.93 1.0 0.05
SCORES who 	 0.17 0.93 0.94 0.99 0.02 1.0 0.79 0.02 0.98 1.0 0.7 0.2 0.96 1.0 1.0 0.96 1.0 0.91 0.99 1.0 0.39
SCORES that 	 0.69 0.87 0.97 0.33 0.3 0.99 0.36 0.3 0.55 0.95 0.94 0.55 0.16 0.57 0.98 0.08 0.01 0.02 0.93 1.0 0.3
SCORES fact 	 0.9 0.15 0.41 0.84 0.14 1.0 0.96 0.01 0.98 0.6 0.83 0.25 0.48 0.9 0.99 0.59 0.96 0.99 1.0 1.0 0.14
SCORES information 	 0.3 0.17 0.35 0.54 0.19 0.98 0.93 0.02 0.72 0.73 0.93 0.49 0.11 0.95 0.97 0.37 0.89 0.98 0.97 1.0 0.02
SCORES report 	 0.79 0.05 0.76 0.13 0.84 0.99 0.98 0.35 0.94 0.95 0.98 0.94 0.89 0.96 1.0 0.23 0.49 0.99 1.0 1.0 0.0
SCORES belief 	 0.85 0.81 0.95 0.93 0.24 0.95 0.98 0.93 0.31 0.98 0.97 0.5 0.07 0.97 0.07 0.23 0.34 0.95 0.99 1.0 0.48
SCORES finding 	 0.31 0.37 0.64 0.84 0.46 0.99 0.88 0.74 0.96 0.98 0.95 0.35 0.05 0.92 0.8 0.26 0.6 0.96 1.0 1.0 0.04
SCORES prediction 	 0.32 0.93 0.45 0.56 0.04 0.96 0.97 0.02 0.19 0.21 0.94 0.91 0.07 0.72 0.43 0.01 0.04 0.94 0.98 1.0 0.0
SCORES of 	 0.62 0.6 0.59 0.69 0.46 0.87 0.65 0.61 0.63 0.7 0.71 0.49 0.55 0.76 0.8 0.42 0.82 0.82 0.84 1.0 0.2
SCORES by 	 0.58 0.41 0.48 0.64 0.25 0.91 0.7 0.45 0.56 0.65 0.61 0.45 0.43 0.64 0.86 0.22 0.66 0.89 0.93 1.0 0.25
SCORES about 	 0.6 0.21 0.75 0.97 0.54 0.99 0.95 0.07 0.96 0.93 0.92 0.55 0.26 0.97 0.98 0.34 0.95 0.99 0.99 1.0 0.31
