SCORES the 	 0.11 0.02 0.9 0.07 0.07 0.89 0.92 0.91 0.92 0.88 0.89 0.95 0.91 0.91 0.85 0.98 0.92 0.99 1.0 1.0 0.08
SCORES was 	 0.02 0.01 0.96 0.01 0.03 0.96 0.97 0.95 0.98 0.93 0.98 0.99 0.97 0.98 0.98 1.0 0.99 1.0 1.0 1.0 0.03
SCORES who 	 0.01 0.0 0.99 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES that 	 0.02 0.0 0.97 0.01 0.01 0.97 1.0 0.99 0.98 0.98 0.98 0.99 0.99 0.98 0.98 1.0 0.99 1.0 1.0 1.0 0.02
SCORES fact 	 0.01 0.0 1.0 0.0 0.0 1.0 1.0 0.99 0.99 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 0.0 0.0 0.99 0.01 0.0 1.0 1.0 0.99 0.99 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES report 	 0.0 0.0 0.99 0.0 0.01 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES belief 	 0.01 0.0 0.99 0.0 0.0 0.99 1.0 0.99 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES finding 	 0.0 0.0 0.99 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES prediction 	 0.0 0.0 0.99 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.13 0.06 0.84 0.14 0.09 0.82 0.88 0.72 0.87 0.75 0.86 0.86 0.84 0.91 0.84 0.96 0.94 0.97 0.99 0.99 0.1
SCORES by 	 0.04 0.01 0.92 0.02 0.03 0.97 0.92 0.81 0.87 0.96 0.95 0.98 0.96 0.97 0.93 0.99 0.99 1.0 1.0 1.0 0.02
SCORES about 	 0.01 0.0 0.99 0.01 0.01 1.0 0.99 0.99 0.96 0.99 1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.01
