SCORES the 	 0.03 0.02 0.01 0.0 0.01 0.02 0.03 0.0 0.03 0.1 0.89 0.0 0.7 0.08 0.99 0.34 0.04 0.99 1.0 1.0 0.03
SCORES was 	 0.01 0.01 0.01 0.0 0.01 0.01 0.01 0.0 0.9 0.01 0.99 0.0 1.0 0.97 1.0 0.97 0.96 1.0 1.0 1.0 0.01
SCORES that 	 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.97 0.01 0.99 0.0 0.99 0.96 0.99 0.96 0.05 1.0 1.0 1.0 0.01
SCORES fact 	 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.95 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES report 	 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES belief 	 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES finding 	 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.92 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES prediction 	 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.77 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.03 0.09 0.02 0.02 0.02 0.04 0.06 0.01 0.32 0.03 0.72 0.0 0.68 0.21 0.96 0.62 0.68 0.99 1.0 1.0 0.04
SCORES by 	 0.0 0.02 0.01 0.0 0.01 0.02 0.01 0.0 0.45 0.01 0.97 0.0 0.97 0.81 1.0 0.95 0.89 1.0 1.0 1.0 0.01
SCORES about 	 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.91 0.0 1.0 0.0 1.0 1.0 1.0 0.99 0.99 1.0 1.0 1.0 0.0
