SCORES the 	 0.03 0.01 0.01 0.09 0.49 0.01 0.03 0.78 0.78 0.88 0.28 0.19 0.74 0.96 0.97 0.69 0.99 0.99 1.0 1.0 0.06
SCORES was 	 0.0 0.01 0.0 0.19 0.95 0.0 0.01 0.93 0.29 0.97 0.55 0.9 0.37 1.0 1.0 0.93 1.0 1.0 1.0 1.0 0.01
SCORES that 	 0.02 0.01 0.0 0.02 0.98 0.0 0.01 0.91 0.2 0.99 0.92 0.84 0.99 1.0 0.99 0.98 1.0 1.0 1.0 1.0 0.04
SCORES fact 	 0.0 0.0 0.0 0.08 1.0 0.0 0.0 1.0 0.75 1.0 0.97 0.89 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 0.0 0.0 0.0 0.04 0.98 0.0 0.0 0.99 0.71 1.0 0.82 0.89 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES report 	 0.0 0.0 0.0 0.01 0.99 0.0 0.0 1.0 0.38 1.0 0.92 0.83 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES belief 	 0.0 0.0 0.0 0.12 1.0 0.0 0.0 1.0 0.46 1.0 0.97 0.97 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES finding 	 0.0 0.0 0.0 0.1 1.0 0.0 0.0 0.99 0.31 1.0 0.93 0.61 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.01
SCORES prediction 	 0.0 0.0 0.0 0.0 0.99 0.0 0.0 1.0 0.15 1.0 0.97 0.97 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.22 0.06 0.02 0.39 0.84 0.02 0.08 0.77 0.39 0.84 0.32 0.51 0.82 0.95 0.95 0.89 0.97 0.98 0.99 1.0 0.11
SCORES by 	 0.04 0.01 0.01 0.14 0.97 0.0 0.03 0.81 0.7 0.98 0.59 0.25 0.99 0.99 0.99 0.94 1.0 1.0 1.0 1.0 0.07
SCORES about 	 0.0 0.0 0.0 0.14 0.99 0.0 0.01 0.98 0.6 1.0 0.8 0.84 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 0.0
