SCORES the 	 0.62 0.52 0.65 0.56 0.65 0.82 0.64 0.5 0.52 0.66 0.59 0.68 0.66 0.48 0.56 0.34 0.58 0.63 0.22 1.0 0.47
SCORES was 	 0.17 0.36 0.56 0.21 0.51 0.77 0.56 0.52 0.59 0.5 0.61 0.64 0.57 0.65 0.75 0.43 0.72 0.88 0.88 1.0 0.44
SCORES who 	 0.09 0.32 0.86 0.45 0.83 0.62 0.77 0.33 0.68 0.97 0.34 0.35 0.88 0.98 0.99 0.56 0.97 0.84 0.99 1.0 0.54
SCORES that 	 0.34 0.85 0.82 0.66 0.5 0.64 0.74 0.85 0.39 0.89 0.89 0.31 0.19 0.4 0.98 0.26 0.03 0.04 0.95 1.0 0.41
SCORES fact 	 0.39 0.51 0.66 0.46 0.45 0.95 0.74 0.5 0.3 0.52 0.7 0.45 0.35 0.71 0.64 0.47 0.67 0.88 0.98 1.0 0.5
SCORES information 	 0.31 0.34 0.53 0.66 0.48 0.73 0.69 0.26 0.62 0.68 0.6 0.45 0.27 0.64 0.85 0.45 0.51 0.93 0.98 1.0 0.29
SCORES report 	 0.05 0.11 0.48 0.11 0.65 0.73 0.9 0.39 0.82 0.68 0.62 0.06 0.49 0.72 0.91 0.21 0.23 0.95 0.99 1.0 0.13
SCORES belief 	 0.73 0.8 0.71 0.77 0.91 0.86 0.24 0.52 0.66 0.87 0.11 0.65 0.32 0.66 0.48 0.17 0.08 0.91 0.95 1.0 0.76
SCORES finding 	 0.29 0.47 0.18 0.64 0.66 0.91 0.66 0.56 0.32 0.78 0.74 0.47 0.6 0.49 0.86 0.24 0.45 0.9 0.97 1.0 0.33
SCORES prediction 	 0.13 0.64 0.21 0.36 0.58 0.91 0.93 0.9 0.79 0.75 0.84 0.44 0.15 0.85 0.79 0.17 0.12 0.94 0.98 1.0 0.9
SCORES of 	 0.4 0.34 0.55 0.5 0.37 0.61 0.58 0.43 0.58 0.43 0.55 0.48 0.5 0.64 0.59 0.53 0.68 0.74 0.82 0.99 0.37
SCORES by 	 0.18 0.28 0.52 0.3 0.44 0.75 0.52 0.32 0.27 0.54 0.31 0.7 0.27 0.7 0.53 0.46 0.78 0.84 0.88 1.0 0.28
SCORES about 	 0.69 0.4 0.38 0.59 0.3 0.89 0.44 0.49 0.2 0.34 0.23 0.6 0.4 0.58 0.62 0.56 0.22 0.88 0.97 1.0 0.31
