SCORES the 	 0.05 0.03 0.0 0.91 0.81 0.04 0.01 0.0 0.12 0.99 0.98 0.8 0.16 0.0 0.99 0.98 0.99 1.0 1.0 1.0 0.02
SCORES was 	 0.02 0.01 0.0 0.95 0.8 0.73 0.0 0.0 0.78 0.98 1.0 0.68 0.69 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES that 	 0.01 0.0 0.0 0.96 0.72 0.9 0.0 0.0 0.86 0.98 1.0 0.19 0.41 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.01
SCORES fact 	 0.03 0.0 0.0 1.0 0.97 0.97 0.0 0.0 0.96 0.99 1.0 0.99 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 0.03 0.0 0.0 1.0 0.99 0.88 0.0 0.0 0.99 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES report 	 0.01 0.0 0.0 1.0 0.99 0.93 0.0 0.0 0.98 0.99 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES belief 	 0.14 0.0 0.0 1.0 0.97 0.96 0.0 0.0 0.99 0.99 1.0 1.0 0.99 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES finding 	 0.01 0.0 0.0 1.0 0.98 0.87 0.0 0.0 1.0 0.99 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES prediction 	 0.02 0.0 0.0 1.0 0.99 0.98 0.0 0.0 0.99 0.99 1.0 0.99 0.99 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.25 0.03 0.0 0.88 0.56 0.41 0.02 0.01 0.42 0.82 0.99 0.83 0.52 0.0 0.98 0.96 0.99 0.99 1.0 1.0 0.04
SCORES by 	 0.02 0.01 0.0 0.98 0.59 0.44 0.02 0.01 0.84 0.94 1.0 0.93 0.93 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES about 	 0.02 0.0 0.0 1.0 0.99 0.91 0.0 0.0 0.94 0.99 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
