SCORES the 	 0.77 1.0 1.0 0.05 0.98 0.97 0.99 0.99 0.99 0.0 1.0 0.47 1.0 1.0 0.95 1.0 0.99 1.0 1.0 1.0 0.01
SCORES was 	 0.94 1.0 1.0 0.05 1.0 1.0 0.99 0.99 0.99 0.0 1.0 0.99 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.0
SCORES that 	 0.97 1.0 1.0 0.05 1.0 0.99 1.0 0.99 1.0 0.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.0
SCORES fact 	 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 0.99 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES report 	 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 0.99 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES belief 	 0.99 1.0 1.0 0.0 1.0 1.0 1.0 0.99 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES finding 	 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.98 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES prediction 	 0.99 1.0 1.0 0.01 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.93 0.96 0.99 0.02 0.98 0.98 0.95 0.93 0.87 0.01 0.98 0.93 0.98 0.98 0.97 0.99 0.99 1.0 1.0 1.0 0.02
SCORES by 	 0.91 1.0 1.0 0.03 1.0 0.99 0.99 0.96 0.95 0.0 0.99 0.99 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.0
SCORES about 	 0.99 1.0 1.0 0.0 1.0 1.0 1.0 0.99 0.98 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
