SCORES the 	 0.47 0.04 0.86 0.0 0.08 0.94 0.84 0.01 0.59 0.98 0.94 0.98 0.95 0.95 0.89 0.98 0.97 0.99 0.98 1.0 0.05
SCORES was 	 0.31 0.0 0.99 0.0 0.01 1.0 1.0 0.0 0.99 1.0 0.97 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.0
SCORES that 	 0.27 0.0 0.98 0.0 0.01 1.0 1.0 0.0 0.99 1.0 0.64 1.0 1.0 0.99 0.99 1.0 1.0 1.0 1.0 1.0 0.0
SCORES fact 	 0.68 0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 0.48 0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES report 	 0.57 0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES belief 	 0.87 0.0 0.98 0.0 0.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES finding 	 0.83 0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES prediction 	 0.74 0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 0.96 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.5 0.05 0.9 0.01 0.03 0.98 0.99 0.02 0.95 0.99 0.9 0.96 0.97 0.95 0.66 0.98 0.99 1.0 0.99 1.0 0.02
SCORES by 	 0.42 0.02 0.95 0.0 0.02 1.0 1.0 0.01 0.97 1.0 0.94 1.0 0.99 0.98 0.98 1.0 1.0 1.0 0.99 1.0 0.0
SCORES about 	 0.65 0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 0.9 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.0
