SCORES the 	 0.31 0.67 0.4 0.37 0.47 0.49 0.7 0.49 0.63 0.53 0.41 0.66 0.6 0.54 0.79 0.5 0.57 0.54 0.23 0.99 0.47
SCORES was 	 1.0 1.0 1.0 0.97 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.93 1.0 1.0 1.0 0.0
SCORES who 	 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
SCORES that 	 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.06 1.0 1.0 1.0 0.05 1.0 1.0 1.0 0.0
SCORES fact 	 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 0.0
SCORES information 	 1.0 1.0 1.0 1.0 1.0 0.42 1.0 1.0 0.0 1.0 1.0 1.0 0.07 1.0 1.0 1.0 0.86 1.0 1.0 1.0 0.0
SCORES report 	 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.09 1.0 1.0 1.0 0.0
SCORES belief 	 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.03 1.0 1.0 1.0 0.0
SCORES finding 	 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.01 1.0 1.0 1.0 0.78 1.0 1.0 1.0 0.0
SCORES prediction 	 1.0 1.0 1.0 0.99 1.0 0.01 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.15 1.0 1.0 1.0 0.0
SCORES of 	 0.99 0.99 0.99 0.4 0.98 0.99 0.93 0.95 0.01 0.99 0.98 0.98 0.02 0.99 1.0 0.95 0.98 0.99 0.97 1.0 0.06
SCORES by 	 1.0 1.0 1.0 0.98 0.99 1.0 1.0 0.99 0.0 1.0 0.99 1.0 0.65 0.41 1.0 0.99 0.99 1.0 0.99 1.0 0.0
SCORES about 	 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.01 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
