SCORES the 	 0.92 0.05 0.25 0.74 0.99 0.99 0.12 0.04 0.99 0.12 0.97 0.96 0.92 0.99 0.95 0.98 0.99 0.99 1.0 1.0 0.05
SCORES was 	 0.99 0.02 0.03 0.94 1.0 1.0 0.01 0.01 0.99 0.01 0.99 1.0 0.99 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.02
SCORES that 	 1.0 0.01 0.01 0.91 1.0 1.0 0.01 0.01 0.99 0.02 1.0 0.99 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.0
SCORES fact 	 1.0 0.0 0.01 0.98 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 1.0 0.0 0.0 0.79 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.01
SCORES report 	 1.0 0.0 0.0 0.86 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES belief 	 1.0 0.0 0.0 0.94 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES finding 	 1.0 0.0 0.0 0.89 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES prediction 	 1.0 0.0 0.0 0.97 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.94 0.05 0.07 0.78 0.99 0.98 0.05 0.06 0.96 0.05 0.96 0.96 0.94 0.99 0.96 0.99 0.97 0.99 0.99 1.0 0.06
SCORES by 	 0.98 0.01 0.03 0.91 1.0 0.99 0.02 0.01 0.99 0.02 1.0 0.97 0.99 1.0 0.99 1.0 1.0 1.0 1.0 1.0 0.01
SCORES about 	 1.0 0.0 0.0 0.8 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0
