SCORES the 	 0.77 0.45 0.18 0.67 0.42 0.67 0.27 0.56 0.45 0.38 0.75 0.72 0.74 0.76 0.34 0.47 0.41 0.72 0.11 0.99 0.58
SCORES was 	 0.03 0.26 0.88 0.83 0.01 0.4 0.44 0.98 0.63 0.01 1.0 0.9 0.75 1.0 1.0 0.86 0.14 0.99 0.95 1.0 0.92
SCORES who 	 0.01 1.0 0.05 1.0 0.94 0.87 0.02 0.89 0.0 0.92 1.0 0.97 1.0 1.0 1.0 1.0 0.27 0.4 1.0 1.0 1.0
SCORES that 	 0.2 0.93 0.92 0.35 0.12 0.63 0.04 0.26 0.01 0.91 1.0 0.1 0.58 1.0 1.0 0.97 0.0 0.02 0.97 1.0 0.93
SCORES fact 	 0.1 0.98 0.38 0.99 0.0 0.08 0.02 1.0 0.01 0.0 1.0 0.93 0.96 1.0 1.0 1.0 0.58 1.0 0.99 1.0 0.98
SCORES information 	 0.08 0.93 0.68 1.0 0.08 0.11 0.01 0.88 0.65 0.0 1.0 0.93 0.93 1.0 1.0 1.0 0.26 1.0 1.0 1.0 1.0
SCORES report 	 0.11 0.74 0.83 1.0 0.02 0.12 0.18 1.0 0.32 0.0 1.0 0.96 0.99 1.0 1.0 0.99 0.07 1.0 0.9 1.0 0.99
SCORES belief 	 0.24 0.71 0.98 1.0 0.0 0.01 0.09 1.0 0.15 0.0 1.0 0.94 1.0 1.0 1.0 0.99 0.01 1.0 0.97 1.0 1.0
SCORES finding 	 0.07 0.91 0.87 0.96 0.0 0.02 0.06 0.99 0.02 0.0 1.0 0.78 0.94 1.0 1.0 0.99 0.08 0.99 1.0 1.0 0.93
SCORES prediction 	 0.31 0.84 0.27 1.0 0.09 0.86 0.0 0.78 0.42 0.21 1.0 0.22 0.6 1.0 1.0 0.0 0.02 1.0 0.88 1.0 1.0
SCORES of 	 0.49 0.77 0.61 0.83 0.06 0.72 0.32 0.69 0.31 0.15 0.92 0.85 0.41 0.98 0.86 0.81 0.46 0.91 0.71 1.0 0.86
SCORES by 	 0.62 0.82 0.34 0.85 0.1 0.3 0.31 0.95 0.32 0.01 1.0 0.9 0.87 1.0 0.99 0.98 0.37 0.99 0.92 1.0 0.8
SCORES about 	 0.07 0.63 0.9 0.99 0.0 0.06 0.07 1.0 0.52 0.0 1.0 0.99 0.95 1.0 1.0 1.0 0.45 1.0 1.0 1.0 0.9
