SCORES the 	 0.44 0.51 0.66 0.46 0.77 0.61 0.72 0.46 0.84 0.25 0.49 0.86 0.65 0.72 0.62 0.46 0.38 0.75 0.2 1.0 0.48
SCORES was 	 0.29 0.63 0.75 0.55 0.97 0.5 0.72 0.14 0.2 0.1 0.07 0.37 0.14 0.91 0.97 0.78 0.33 0.36 0.96 1.0 0.07
SCORES who 	 0.31 0.08 0.04 0.02 1.0 0.88 0.06 0.02 0.33 0.22 0.07 0.85 0.99 1.0 1.0 0.91 0.0 0.86 1.0 1.0 0.03
SCORES that 	 0.65 0.46 0.77 0.15 0.83 0.87 0.95 0.04 0.58 0.3 0.91 0.81 0.05 0.79 0.02 0.95 0.0 0.01 0.94 1.0 0.34
SCORES fact 	 0.03 0.01 0.98 0.0 0.92 0.55 0.9 0.0 0.48 0.76 0.0 0.4 0.06 0.98 0.23 0.49 0.37 0.9 0.93 1.0 0.26
SCORES information 	 0.07 0.0 0.95 0.09 1.0 0.69 0.6 0.0 0.16 0.08 0.0 0.94 0.22 0.98 0.95 0.32 0.95 0.89 0.22 1.0 0.01
SCORES report 	 0.02 0.02 0.82 0.0 1.0 0.01 0.94 0.0 0.9 0.49 0.4 0.63 0.73 0.99 0.87 0.81 0.16 1.0 0.99 1.0 0.02
SCORES belief 	 0.0 0.29 0.79 0.0 1.0 0.91 0.79 0.2 0.44 0.6 0.0 0.79 0.42 1.0 0.78 0.14 0.01 0.99 0.99 1.0 0.01
SCORES finding 	 0.11 0.09 0.82 0.01 0.98 0.11 0.88 0.01 0.43 0.21 0.06 0.85 0.05 0.95 0.84 0.12 0.73 0.68 0.91 1.0 0.01
SCORES prediction 	 0.46 0.05 0.97 0.0 0.99 0.59 0.0 0.03 0.44 0.56 0.13 0.11 0.02 1.0 1.0 0.22 0.04 1.0 0.96 1.0 0.0
SCORES of 	 0.51 0.26 0.61 0.26 0.87 0.56 0.81 0.25 0.64 0.22 0.17 0.61 0.24 0.69 0.75 0.51 0.45 0.85 0.76 1.0 0.15
SCORES by 	 0.28 0.06 0.87 0.18 0.99 0.3 0.85 0.02 0.54 0.24 0.01 0.88 0.67 0.88 0.94 0.69 0.44 0.95 0.97 1.0 0.11
SCORES about 	 0.02 0.06 0.8 0.02 1.0 0.54 0.48 0.0 0.19 0.27 0.06 0.86 0.16 0.98 0.94 0.33 0.2 0.88 0.98 1.0 0.01
