SCORES the 	 0.03 0.03 0.12 0.02 0.75 0.25 0.05 0.08 0.06 0.22 0.29 0.94 0.52 0.38 0.52 0.84 0.93 0.95 0.99 1.0 0.04
SCORES was 	 0.01 0.01 0.19 0.02 0.88 0.25 0.02 0.03 0.02 0.23 0.57 0.98 0.76 0.82 0.91 0.94 0.98 0.99 1.0 1.0 0.01
SCORES that 	 0.02 0.01 0.19 0.02 0.73 0.17 0.05 0.05 0.03 0.65 0.92 0.98 0.92 0.96 0.96 0.97 0.98 0.99 1.0 1.0 0.01
SCORES fact 	 0.0 0.0 0.03 0.0 0.99 0.07 0.0 0.0 0.0 0.04 0.97 1.0 0.97 0.99 0.98 1.0 1.0 1.0 1.0 1.0 0.0
SCORES information 	 0.0 0.0 0.02 0.0 0.99 0.04 0.0 0.0 0.0 0.05 1.0 1.0 0.9 0.99 0.99 1.0 1.0 1.0 1.0 1.0 0.0
SCORES report 	 0.0 0.0 0.06 0.0 0.99 0.1 0.01 0.01 0.01 0.14 0.9 1.0 0.94 0.97 0.96 1.0 1.0 1.0 1.0 1.0 0.0
SCORES belief 	 0.0 0.0 0.04 0.0 0.95 0.15 0.0 0.01 0.01 0.24 0.99 1.0 0.93 0.99 0.99 0.99 1.0 1.0 1.0 1.0 0.0
SCORES finding 	 0.0 0.0 0.03 0.0 0.99 0.06 0.0 0.0 0.0 0.14 0.97 1.0 0.93 0.98 0.99 1.0 1.0 1.0 1.0 1.0 0.0
SCORES prediction 	 0.0 0.0 0.06 0.0 0.94 0.09 0.0 0.01 0.0 0.08 0.96 1.0 0.93 0.95 0.97 0.99 1.0 1.0 1.0 1.0 0.0
SCORES of 	 0.07 0.06 0.23 0.06 0.63 0.22 0.1 0.13 0.1 0.37 0.61 0.89 0.73 0.73 0.79 0.86 0.9 0.94 0.98 0.99 0.06
SCORES by 	 0.02 0.04 0.15 0.02 0.82 0.19 0.07 0.06 0.03 0.16 0.85 0.98 0.73 0.86 0.86 0.95 0.98 0.98 1.0 1.0 0.01
SCORES about 	 0.0 0.0 0.06 0.0 0.98 0.09 0.01 0.01 0.0 0.11 0.99 1.0 0.94 0.99 0.99 1.0 1.0 1.0 1.0 1.0 0.0
