SCORES the 	 0.12 0.21 0.06 0.04 0.08 0.3 0.07 0.03 0.15 0.23 0.18 0.36 0.13 0.14 0.12 0.04 0.13 0.64 0.03 1.0 0.08
SCORES was 	 0.0 0.17 0.0 0.0 0.01 0.19 0.02 0.0 0.07 0.07 0.11 0.05 0.0 0.06 0.13 0.09 0.24 0.58 0.78 1.0 0.01
SCORES who 	 0.0 0.02 0.0 0.0 0.0 0.89 0.02 0.0 0.07 0.23 0.2 0.01 0.0 0.67 0.88 0.07 0.92 0.0 1.0 1.0 0.0
SCORES that 	 0.02 0.53 0.0 0.0 0.05 0.98 0.01 0.0 0.63 0.86 0.97 0.52 0.0 0.17 0.11 0.47 0.0 0.01 0.65 1.0 0.02
SCORES fact 	 0.0 0.04 0.0 0.0 0.0 0.39 0.0 0.0 0.05 0.05 0.06 0.02 0.0 0.01 0.04 0.8 0.67 0.94 0.29 1.0 0.0
SCORES information 	 0.0 0.04 0.0 0.0 0.0 0.58 0.0 0.0 0.04 0.01 0.0 0.0 0.0 0.01 0.03 0.99 0.36 0.25 0.02 1.0 0.0
SCORES report 	 0.0 0.02 0.0 0.0 0.0 0.13 0.01 0.0 0.16 0.08 0.09 0.03 0.0 0.06 0.13 0.89 0.04 0.97 0.96 1.0 0.0
SCORES belief 	 0.0 0.04 0.0 0.0 0.0 0.29 0.01 0.0 0.02 0.05 0.07 0.02 0.0 0.1 0.0 0.32 0.24 0.63 0.63 1.0 0.0
SCORES finding 	 0.0 0.04 0.0 0.0 0.0 0.1 0.01 0.0 0.06 0.03 0.0 0.09 0.0 0.04 0.04 0.95 0.7 0.95 0.77 1.0 0.0
SCORES prediction 	 0.0 0.02 0.0 0.0 0.0 0.01 0.0 0.0 0.01 0.01 0.29 0.02 0.0 0.03 0.0 0.04 0.0 0.24 0.88 1.0 0.0
SCORES of 	 0.03 0.11 0.02 0.01 0.03 0.17 0.04 0.01 0.09 0.11 0.11 0.11 0.02 0.08 0.15 0.04 0.09 0.31 0.4 1.0 0.02
SCORES by 	 0.0 0.09 0.01 0.01 0.01 0.26 0.04 0.0 0.09 0.11 0.06 0.11 0.01 0.1 0.09 0.05 0.7 0.76 0.83 1.0 0.01
SCORES about 	 0.0 0.02 0.0 0.0 0.0 0.24 0.0 0.0 0.02 0.01 0.01 0.01 0.0 0.01 0.11 0.28 0.02 0.79 0.93 1.0 0.0
