SCORES the 	 0.7 0.59 0.69 0.51 0.68 0.65 0.56 0.82 0.59 0.55 0.54 0.86 0.66 0.77 0.68 0.38 0.48 0.72 0.31 1.0 0.57
SCORES was 	 0.76 0.55 0.5 0.79 0.25 0.24 0.42 0.82 0.49 0.7 0.13 0.7 0.51 0.92 0.56 0.67 0.4 0.73 0.93 1.0 0.51
SCORES who 	 0.26 0.98 0.86 0.54 0.77 0.67 0.86 0.85 0.08 0.98 0.87 0.95 0.99 0.99 0.98 0.99 1.0 0.96 1.0 1.0 0.65
SCORES that 	 0.92 0.74 0.93 0.73 0.55 0.93 0.79 0.78 0.28 0.94 0.89 0.91 0.16 0.98 0.77 0.83 0.01 0.02 0.87 1.0 0.52
SCORES fact 	 0.88 0.94 0.93 0.69 0.5 0.73 0.67 0.86 0.67 0.83 0.44 0.94 0.53 0.99 0.95 0.68 0.88 0.99 0.97 1.0 0.19
SCORES information 	 0.7 0.36 0.92 0.69 0.04 0.68 0.53 0.49 0.3 0.85 0.17 0.73 0.04 0.98 0.71 0.97 0.33 0.97 0.93 1.0 0.52
SCORES report 	 0.96 0.26 0.77 0.52 0.23 0.94 0.36 0.88 0.49 0.96 0.64 0.94 0.5 0.99 0.97 0.77 0.05 0.93 0.98 1.0 0.57
SCORES belief 	 0.66 0.92 0.68 0.47 0.81 0.11 0.16 0.91 0.61 0.98 0.06 0.85 0.11 0.99 0.62 0.94 0.15 0.97 0.96 1.0 0.75
SCORES finding 	 0.73 0.63 0.74 0.77 0.12 0.57 0.15 0.74 0.44 0.95 0.55 0.86 0.65 0.99 0.86 0.96 0.21 0.95 0.99 1.0 0.27
SCORES prediction 	 0.86 0.82 0.92 0.94 0.52 0.4 0.84 0.37 0.39 0.99 0.46 0.66 0.16 1.0 0.91 0.99 0.03 0.99 0.98 1.0 0.72
SCORES of 	 0.63 0.6 0.54 0.47 0.45 0.56 0.43 0.74 0.45 0.78 0.56 0.77 0.53 0.89 0.67 0.55 0.46 0.8 0.8 1.0 0.54
SCORES by 	 0.66 0.57 0.45 0.58 0.54 0.73 0.34 0.77 0.62 0.88 0.48 0.72 0.54 0.95 0.8 0.79 0.46 0.92 0.92 1.0 0.55
SCORES about 	 0.93 0.7 0.71 0.38 0.44 0.54 0.39 0.79 0.32 0.86 0.37 0.82 0.33 0.99 0.98 0.83 0.17 0.96 0.99 1.0 0.46
