Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	5.354	4.633	The insinuation that the teacher failed the student was only a malicious smear.	[(0.363, 'the'), (0.773, 'insinuation'), (0.94, 'that'), (0.457, 'the'), (0.62, 'teacher'), (0.99, 'failed'), (0.29, 'the'), (1.0, 'student'), (0.852, 'was')]
exp.d.1	was	6.579	5.737	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.	[(0.482, 'the'), (0.456, 'insinuation'), (0.115, 'that'), (0.532, 'the'), (0.733, 'teacher'), (0.975, 'who'), (0.571, 'the'), (0.999, 'principal'), (0.499, 'who'), (1.0, 'excelled'), (0.508, 'in'), (1.0, 'leadership'), (0.159, 'liked'), (0.99, 'failed'), (0.29, 'the'), (1.0, 'student'), (0.852, 'was')]
exp.a.1	was	6.384	5.309	The insinuation was only a malicious smear.	[(0.29, 'the'), (0.985, 'insinuation'), (0.852, 'was')]
exp.c.1	was	5.381	4.576	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.	[(0.499, 'the'), (0.589, 'insinuation'), (0.988, 'that'), (0.62, 'the'), (0.589, 'teacher'), (0.978, 'who'), (0.629, 'the'), (1.0, 'principal'), (0.159, 'liked'), (0.99, 'failed'), (0.29, 'the'), (1.0, 'student'), (0.852, 'was')]
exp.c.2	seemed	9.197	8.724	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.	[(0.499, 'the'), (0.937, 'certainty'), (0.988, 'that'), (0.62, 'the'), (0.104, 'doctor'), (0.978, 'who'), (0.629, 'the'), (1.0, 'colleague'), (0.163, 'mistrusted'), (0.989, 'cured'), (0.29, 'the'), (1.0, 'patients'), (0.99, 'seemed')]
exp.b.2	seemed	10.12	9.391	The certainty that the doctor cured the patients seemed hard to believe.	[(0.363, 'the'), (1.0, 'certainty'), (0.94, 'that'), (0.457, 'the'), (0.008, 'doctor'), (0.989, 'cured'), (0.29, 'the'), (1.0, 'patients'), (0.99, 'seemed')]
exp.a.2	seemed	10.364	10.405	The certainty seemed hard to believe.	[(0.29, 'the'), (1.0, 'certainty'), (0.99, 'seemed')]
exp.d.2	seemed	9.874	9.123	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.	[(0.482, 'the'), (1.0, 'certainty'), (0.115, 'that'), (0.532, 'the'), (0.78, 'doctor'), (0.975, 'who'), (0.571, 'the'), (0.999, 'colleague'), (0.499, 'who'), (1.0, 'discovered'), (0.29, 'new'), (1.0, 'therapies'), (0.163, 'mistrusted'), (0.989, 'cured'), (0.29, 'the'), (1.0, 'patients'), (0.99, 'seemed')]
exp.b.3	was	7.484	7.005	The understanding that the president appointed the commander was entirely bogus.	[(0.363, 'the'), (1.0, 'understanding'), (0.94, 'that'), (0.457, 'the'), (0.147, 'president'), (0.991, 'appointed'), (0.29, 'the'), (1.0, 'commander'), (0.852, 'was')]
exp.d.3	was	7.869	6.499	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.	[(0.482, 'the'), (0.993, 'understanding'), (0.115, 'that'), (0.532, 'the'), (0.924, 'president'), (0.975, 'who'), (0.571, 'the'), (0.992, 'farmer'), (0.499, 'who'), (1.0, 'implemented'), (0.754, 'agricultural'), (1.0, 'policies'), (0.0, 'admired'), (0.991, 'appointed'), (0.29, 'the'), (1.0, 'commander'), (0.852, 'was')]
