Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	5.026	4.659	The insinuation that the teacher failed the student was only a malicious smear.	[(0.472, 'the'), (0.877, 'insinuation'), (0.991, 'that'), (0.263, 'the'), (0.988, 'teacher'), (0.979, 'failed'), (0.646, 'the'), (1.0, 'student'), (0.981, 'was')]
exp.d.1	was	5.605	5.197	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.	[(0.709, 'the'), (0.799, 'insinuation'), (0.93, 'that'), (0.371, 'the'), (0.117, 'teacher'), (0.995, 'who'), (0.694, 'the'), (0.838, 'principal'), (0.967, 'who'), (0.982, 'excelled'), (0.985, 'in'), (0.119, 'leadership'), (0.429, 'liked'), (0.979, 'failed'), (0.646, 'the'), (1.0, 'student'), (0.981, 'was')]
exp.a.1	was	5.758	5.315	The insinuation was only a malicious smear.	[(0.646, 'the'), (0.998, 'insinuation'), (0.981, 'was')]
exp.c.1	was	4.933	4.776	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.	[(0.784, 'the'), (0.926, 'insinuation'), (0.993, 'that'), (0.445, 'the'), (0.972, 'teacher'), (1.0, 'who'), (0.584, 'the'), (0.42, 'principal'), (0.429, 'liked'), (0.979, 'failed'), (0.646, 'the'), (1.0, 'student'), (0.981, 'was')]
exp.c.2	seemed	8.732	8.498	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.	[(0.784, 'the'), (0.998, 'certainty'), (0.993, 'that'), (0.445, 'the'), (0.987, 'doctor'), (1.0, 'who'), (0.584, 'the'), (0.365, 'colleague'), (0.746, 'mistrusted'), (0.984, 'cured'), (0.646, 'the'), (1.0, 'patients'), (0.999, 'seemed')]
exp.b.2	seemed	9.809	9.327	The certainty that the doctor cured the patients seemed hard to believe.	[(0.472, 'the'), (0.998, 'certainty'), (0.991, 'that'), (0.263, 'the'), (0.98, 'doctor'), (0.984, 'cured'), (0.646, 'the'), (1.0, 'patients'), (0.999, 'seemed')]
exp.a.2	seemed	10.47	10.394	The certainty seemed hard to believe.	[(0.646, 'the'), (1.0, 'certainty'), (0.999, 'seemed')]
exp.d.2	seemed	9.104	9.088	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.	[(0.709, 'the'), (1.0, 'certainty'), (0.93, 'that'), (0.371, 'the'), (0.416, 'doctor'), (0.995, 'who'), (0.694, 'the'), (0.683, 'colleague'), (0.967, 'who'), (0.988, 'discovered'), (1.0, 'new'), (0.872, 'therapies'), (0.746, 'mistrusted'), (0.984, 'cured'), (0.646, 'the'), (1.0, 'patients'), (0.999, 'seemed')]
exp.b.3	was	7.684	7.106	The understanding that the president appointed the commander was entirely bogus.	[(0.472, 'the'), (0.997, 'understanding'), (0.991, 'that'), (0.263, 'the'), (0.686, 'president'), (0.973, 'appointed'), (0.646, 'the'), (1.0, 'commander'), (0.981, 'was')]
exp.d.3	was	7.949	7.597	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.	[(0.709, 'the'), (0.998, 'understanding'), (0.93, 'that'), (0.371, 'the'), (0.102, 'president'), (0.995, 'who'), (0.694, 'the'), (0.472, 'farmer'), (0.967, 'who'), (0.999, 'implemented'), (1.0, 'agricultural'), (0.764, 'policies'), (0.684, 'admired'), (0.973, 'appointed'), (0.646, 'the'), (1.0, 'commander'), (0.981, 'was')]
exp.c.3	was	7.996	7.428	The understanding that the president who the farmer admired appointed the commander was entirely bogus.	[(0.784, 'the'), (0.995, 'understanding'), (0.993, 'that'), (0.445, 'the'), (0.776, 'president'), (1.0, 'who'), (0.584, 'the'), (0.314, 'farmer'), (0.684, 'admired'), (0.973, 'appointed'), (0.646, 'the'), (1.0, 'commander'), (0.981, 'was')]
exp.a.3	was	6.475	6.387	The understanding was entirely bogus.	[(0.646, 'the'), (1.0, 'understanding'), (0.981, 'was')]
exp.b.4	appeared	11.485	10.621	The guess that the victim sued the criminal appeared on TV.	[(0.472, 'the'), (0.996, 'guess'), (0.991, 'that'), (0.263, 'the'), (0.451, 'victim'), (0.962, 'sued'), (0.646, 'the'), (1.0, 'criminal'), (1.0, 'appeared')]
exp.c.4	appeared	11.407	9.569	The guess that the victim who the swimmer rescued sued the criminal appeared on TV.	[(0.784, 'the'), (0.999, 'guess'), (0.993, 'that'), (0.445, 'the'), (0.892, 'victim'), (1.0, 'who'), (0.584, 'the'), (0.521, 'swimmer'), (0.448, 'rescued'), (0.962, 'sued'), (0.646, 'the'), (1.0, 'criminal'), (1.0, 'appeared')]
exp.d.4	appeared	11.394	10.287	The guess that the victim who the swimmer who administered first aid rescued sued the criminal appeared on TV.	[(0.709, 'the'), (0.999, 'guess'), (0.93, 'that'), (0.371, 'the'), (0.125, 'victim'), (0.995, 'who'), (0.694, 'the'), (0.957, 'swimmer'), (0.967, 'who'), (0.997, 'administered'), (1.0, 'first'), (0.852, 'aid'), (0.448, 'rescued'), (0.962, 'sued'), (0.646, 'the'), (1.0, 'criminal'), (1.0, 'appeared')]
exp.a.4	appeared	11.2	9.567	The guess appeared on TV.	[(0.646, 'the'), (1.0, 'guess'), (1.0, 'appeared')]
exp.d.5	drove	10.68	10.931	The conviction that the guest who the cousin who taught yoga invited visited the uncle drove Jill crazy.	[(0.535, 'the'), (0.983, 'conviction'), (0.165, 'that'), (0.784, 'the'), (0.999, 'guest'), (1.0, 'who'), (0.445, 'the'), (0.936, 'cousin'), (1.0, 'who'), (1.0, 'taught'), (0.728, 'yoga'), (0.684, 'invited'), (0.998, 'visited'), (0.646, 'the'), (1.0, 'uncle'), (1.0, 'drove')]
exp.b.5	drove	10.511	10.668	The conviction that the guest visited the uncle drove Jill crazy.	[(0.472, 'the'), (0.998, 'conviction'), (0.991, 'that'), (0.263, 'the'), (0.941, 'guest'), (0.998, 'visited'), (0.646, 'the'), (1.0, 'uncle'), (1.0, 'drove')]
exp.c.5	drove	11.117	10.037	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.	[(0.784, 'the'), (1.0, 'conviction'), (0.993, 'that'), (0.445, 'the'), (0.816, 'guest'), (1.0, 'who'), (0.584, 'the'), (0.655, 'cousin'), (0.684, 'invited'), (0.998, 'visited'), (0.646, 'the'), (1.0, 'uncle'), (1.0, 'drove')]
exp.a.5	drove	11.894	11.848	The conviction drove Jill crazy.	[(0.646, 'the'), (1.0, 'conviction'), (1.0, 'drove')]
