Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	5.935	5.804	The insinuation that the teacher failed the student was only a malicious smear.
exp.d.1	was	7.536	6.114	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.
exp.a.1	was	5.305	5.305	The insinuation was only a malicious smear.
exp.c.1	was	6.991	6.186	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.
exp.c.2	seemed	9.821	9.409	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.
exp.b.2	seemed	10.733	9.921	The certainty that the doctor cured the patients seemed hard to believe.
exp.a.2	seemed	10.392	10.392	The certainty seemed hard to believe.
exp.d.2	seemed	11.15	11.136	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.
exp.b.3	was	8.283	8.067	The understanding that the president appointed the commander was entirely bogus.
exp.d.3	was	8.77	8.476	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.
exp.c.3	was	8.757	8.601	The understanding that the president who the farmer admired appointed the commander was entirely bogus.
exp.a.3	was	6.387	6.387	The understanding was entirely bogus.
exp.b.4	appeared	12.559	11.786	The guess that the victim sued the criminal appeared on TV.
exp.c.4	appeared	13.015	12.673	The guess that the victim who the swimmer rescued sued the criminal appeared on TV.
exp.d.4	appeared	13.498	13.237	The guess that the victim who the swimmer who administered first aid rescued sued the criminal appeared on TV.
exp.a.4	appeared	9.242	9.242	The guess appeared on TV.
exp.d.5	drove	11.685	10.626	The conviction that the guest who the cousin who taught yoga invited visited the uncle drove Jill crazy.
exp.b.5	drove	10.771	10.463	The conviction that the guest visited the uncle drove Jill crazy.
exp.c.5	drove	11.028	10.766	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.
exp.a.5	drove	11.848	11.848	The conviction drove Jill crazy.
exp.c.6	became	10.996	11.02	The story that the psychiatrist who the nurse assisted diagnosed the patient became widely known.
exp.d.6	became	9.011	9.555	The story that the psychiatrist who the nurse who prescribed medication assisted diagnosed the patient became widely known.
exp.a.6	became	7.931	7.931	The story became widely known.
exp.b.6	became	9.974	9.75	The story that the psychiatrist diagnosed the patient became widely known.
exp.b.7	was	6.194	5.691	The sense that the driver phoned the tourist was absolutely true.
exp.a.7	was	6.477	6.477	The sense was absolutely true.
exp.c.7	was	8.011	7.124	The sense that the driver who the guide called phoned the tourist was absolutely true.
exp.d.7	was	8.354	8.324	The sense that the driver who the guide who directed traffic called phoned the tourist was absolutely true.
exp.c.8	appeared	11.766	11.424	The perception that the actor who the fans loved greeted the director appeared to be true.
exp.b.8	appeared	11.055	10.992	The perception that the actor greeted the director appeared to be true.
exp.d.8	appeared	11.511	11.711	The perception that the actor who the fans who followed his career loved greeted the director appeared to be true.
exp.a.8	appeared	11.018	11.018	The perception appeared to be true.
exp.c.9	proved	9.951	10.139	The assertion that the banker who the analyst defrauded trusted the customer proved to be made up.
exp.d.9	proved	10.743	10.82	The assertion that the banker who the analyst who overlooked suspicious transactions defrauded trusted the customer proved to be made up.
exp.a.9	proved	9.174	9.174	The assertion proved to be made up.
exp.b.9	proved	9.577	9.227	The assertion that the banker trusted the customer proved to be made up.
exp.c.10	was	7.287	6.621	The impression that the judge who the attorney hated acquitted the defendant was a lie.
exp.d.10	was	6.662	6.207	The impression that the judge who the attorney who presented compelling evidence hated acquitted the defendant was a lie.
exp.a.10	was	4.189	4.189	The impression was a lie.
exp.b.10	was	3.538	2.884	The impression that the judge acquitted the defendant was a lie.
exp.d.11	seemed	10.629	10.219	The observation that the neighbour who the woman who heard rumors distrusted poisoned the dog seemed to be a malicious smear.
exp.b.11	seemed	7.892	7.46	The observation that the neighbour poisoned the dog seemed to be a malicious smear.
exp.c.11	seemed	11.566	10.081	The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.
exp.a.11	seemed	8.706	8.706	The observation seemed to be a malicious smear.
exp.a.12	was	4.418	4.418	The reminder was sad to hear.
exp.c.12	was	8.903	8.603	The reminder that the actor who the producer blamed got very sick was sad to hear.
exp.d.12	was	8.88	8.084	The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.
exp.b.12	was	8.414	4.916	The reminder that the actor got very sick was sad to hear.
