Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	4.573	4.419	The insinuation that the teacher failed the student was only a malicious smear.
exp.d.1	was	5.553	5.227	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.
exp.a.1	was	5.305	5.305	The insinuation was only a malicious smear.
exp.c.1	was	5.184	5.007	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.
exp.c.2	seemed	8.595	8.584	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.
exp.b.2	seemed	9.805	9.214	The certainty that the doctor cured the patients seemed hard to believe.
exp.a.2	seemed	10.392	10.392	The certainty seemed hard to believe.
exp.d.2	seemed	9.638	9.277	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.
exp.b.3	was	8.138	8.077	The understanding that the president appointed the commander was entirely bogus.
exp.d.3	was	8.125	7.382	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.
exp.c.3	was	6.42	6.165	The understanding that the president who the farmer admired appointed the commander was entirely bogus.
exp.a.3	was	6.387	6.387	The understanding was entirely bogus.
exp.b.4	appeared	11.206	10.24	The guess that the victim sued the criminal appeared on TV.
exp.c.4	appeared	10.702	10.619	The guess that the victim who the swimmer rescued sued the criminal appeared on TV.
exp.d.4	appeared	12.304	11.971	The guess that the victim who the swimmer who administered first aid rescued sued the criminal appeared on TV.
exp.a.4	appeared	9.242	9.242	The guess appeared on TV.
exp.d.5	drove	11.129	11.036	The conviction that the guest who the cousin who taught yoga invited visited the uncle drove Jill crazy.
exp.b.5	drove	10.401	10.367	The conviction that the guest visited the uncle drove Jill crazy.
exp.c.5	drove	9.97	9.944	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.
exp.a.5	drove	11.842	11.852	The conviction drove Jill crazy.
exp.c.6	became	9.985	9.941	The story that the psychiatrist who the nurse assisted diagnosed the patient became widely known.
exp.d.6	became	9.551	9.667	The story that the psychiatrist who the nurse who prescribed medication assisted diagnosed the patient became widely known.
exp.a.6	became	7.931	7.931	The story became widely known.
exp.b.6	became	9.794	9.74	The story that the psychiatrist diagnosed the patient became widely known.
exp.b.7	was	5.718	5.743	The sense that the driver phoned the tourist was absolutely true.
