Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	5.551	5.188	The insinuation that the teacher failed the student was only a malicious smear.
exp.d.1	was	5.906	5.277	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.
exp.a.1	was	5.305	5.305	The insinuation was only a malicious smear.
exp.c.1	was	6.722	5.707	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.
exp.c.2	seemed	8.734	8.351	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.
exp.b.2	seemed	10.38	9.553	The certainty that the doctor cured the patients seemed hard to believe.
exp.a.2	seemed	10.392	10.392	The certainty seemed hard to believe.
exp.d.2	seemed	11.059	10.928	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.
exp.b.3	was	8.214	8.158	The understanding that the president appointed the commander was entirely bogus.
exp.d.3	was	8.724	8.466	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.
exp.c.3	was	8.47	7.704	The understanding that the president who the farmer admired appointed the commander was entirely bogus.
exp.a.3	was	6.387	6.387	The understanding was entirely bogus.
exp.b.4	appeared	12.42	11.851	The guess that the victim sued the criminal appeared on TV.
exp.c.4	appeared	12.076	11.584	The guess that the victim who the swimmer rescued sued the criminal appeared on TV.
exp.d.4	appeared	12.552	12.715	The guess that the victim who the swimmer who administered first aid rescued sued the criminal appeared on TV.
exp.a.4	appeared	9.242	9.242	The guess appeared on TV.
exp.d.5	drove	12.054	11.895	The conviction that the guest who the cousin who taught yoga invited visited the uncle drove Jill crazy.
exp.b.5	drove	10.757	10.74	The conviction that the guest visited the uncle drove Jill crazy.
exp.c.5	drove	11.715	11.432	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.
exp.a.5	drove	11.848	11.848	The conviction drove Jill crazy.
exp.c.6	became	10.138	10.017	The story that the psychiatrist who the nurse assisted diagnosed the patient became widely known.
