Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	5.496	4.162	The insinuation that the teacher failed the student was only a malicious smear.	[(0.472, 'the'), (0.369, 'insinuation'), (0.996, 'that'), (0.531, 'the'), (0.813, 'teacher'), (0.386, 'failed'), (0.339, 'the'), (1.0, 'student'), (0.619, 'was')]
exp.d.1	was	6.066	4.85	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.	[(0.458, 'the'), (0.256, 'insinuation'), (0.858, 'that'), (0.692, 'the'), (0.243, 'teacher'), (0.456, 'who'), (0.366, 'the'), (0.236, 'principal'), (0.999, 'who'), (0.676, 'excelled'), (0.973, 'in'), (0.812, 'leadership'), (0.773, 'liked'), (0.386, 'failed'), (0.339, 'the'), (1.0, 'student'), (0.619, 'was')]
exp.a.1	was	6.3	5.368	The insinuation was only a malicious smear.	[(0.339, 'the'), (0.997, 'insinuation'), (0.619, 'was')]
exp.c.1	was	6.232	5.218	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.	[(0.604, 'the'), (0.17, 'insinuation'), (0.175, 'that'), (0.636, 'the'), (0.003, 'teacher'), (0.99, 'who'), (0.597, 'the'), (0.857, 'principal'), (0.773, 'liked'), (0.386, 'failed'), (0.339, 'the'), (1.0, 'student'), (0.619, 'was')]
exp.c.2	seemed	10.157	9.229	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.	[(0.604, 'the'), (0.636, 'certainty'), (0.175, 'that'), (0.636, 'the'), (0.046, 'doctor'), (0.99, 'who'), (0.597, 'the'), (0.344, 'colleague'), (0.531, 'mistrusted'), (0.648, 'cured'), (0.339, 'the'), (1.0, 'patients'), (0.216, 'seemed')]
exp.b.2	seemed	10.608	9.879	The certainty that the doctor cured the patients seemed hard to believe.	[(0.472, 'the'), (0.919, 'certainty'), (0.996, 'that'), (0.531, 'the'), (0.918, 'doctor'), (0.648, 'cured'), (0.339, 'the'), (1.0, 'patients'), (0.216, 'seemed')]
exp.a.2	seemed	10.47	10.385	The certainty seemed hard to believe.	[(0.339, 'the'), (1.0, 'certainty'), (0.216, 'seemed')]
exp.d.2	seemed	10.246	9.866	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.	[(0.458, 'the'), (0.14, 'certainty'), (0.858, 'that'), (0.692, 'the'), (0.762, 'doctor'), (0.456, 'who'), (0.366, 'the'), (0.622, 'colleague'), (0.999, 'who'), (0.635, 'discovered'), (1.0, 'new'), (0.996, 'therapies'), (0.531, 'mistrusted'), (0.648, 'cured'), (0.339, 'the'), (1.0, 'patients'), (0.216, 'seemed')]
exp.b.3	was	8.261	8.213	The understanding that the president appointed the commander was entirely bogus.	[(0.472, 'the'), (0.862, 'understanding'), (0.996, 'that'), (0.531, 'the'), (0.828, 'president'), (0.817, 'appointed'), (0.339, 'the'), (1.0, 'commander'), (0.619, 'was')]
exp.d.3	was	7.863	7.962	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.	[(0.458, 'the'), (0.452, 'understanding'), (0.858, 'that'), (0.692, 'the'), (0.535, 'president'), (0.456, 'who'), (0.366, 'the'), (0.349, 'farmer'), (0.999, 'who'), (0.804, 'implemented'), (1.0, 'agricultural'), (0.981, 'policies'), (0.991, 'admired'), (0.817, 'appointed'), (0.339, 'the'), (1.0, 'commander'), (0.619, 'was')]
exp.c.3	was	7.99	7.984	The understanding that the president who the farmer admired appointed the commander was entirely bogus.	[(0.604, 'the'), (0.903, 'understanding'), (0.175, 'that'), (0.636, 'the'), (0.906, 'president'), (0.99, 'who'), (0.597, 'the'), (0.977, 'farmer'), (0.991, 'admired'), (0.817, 'appointed'), (0.339, 'the'), (1.0, 'commander'), (0.619, 'was')]
exp.a.3	was	6.887	6.397	The understanding was entirely bogus.	[(0.339, 'the'), (1.0, 'understanding'), (0.619, 'was')]
exp.b.4	appeared	12.958	11.165	The guess that the victim sued the criminal appeared on TV.	[(0.472, 'the'), (0.851, 'guess'), (0.996, 'that'), (0.531, 'the'), (0.917, 'victim'), (0.96, 'sued'), (0.339, 'the'), (1.0, 'criminal'), (0.056, 'appeared')]
exp.c.4	appeared	13.969	10.813	The guess that the victim who the swimmer rescued sued the criminal appeared on TV.	[(0.604, 'the'), (0.913, 'guess'), (0.175, 'that'), (0.636, 'the'), (0.374, 'victim'), (0.99, 'who'), (0.597, 'the'), (0.877, 'swimmer'), (0.687, 'rescued'), (0.96, 'sued'), (0.339, 'the'), (1.0, 'criminal'), (0.056, 'appeared')]
exp.d.4	appeared	14.08	12.668	The guess that the victim who the swimmer who administered first aid rescued sued the criminal appeared on TV.	[(0.458, 'the'), (0.025, 'guess'), (0.858, 'that'), (0.692, 'the'), (0.873, 'victim'), (0.456, 'who'), (0.366, 'the'), (0.262, 'swimmer'), (0.999, 'who'), (0.688, 'administered'), (0.999, 'first'), (0.934, 'aid'), (0.687, 'rescued'), (0.96, 'sued'), (0.339, 'the'), (1.0, 'criminal'), (0.056, 'appeared')]
exp.a.4	appeared	10.779	9.423	The guess appeared on TV.	[(0.339, 'the'), (1.0, 'guess'), (0.056, 'appeared')]
exp.d.5	drove	11.96	11.137	The conviction that the guest who the cousin who taught yoga invited visited the uncle drove Jill crazy.	[(0.575, 'the'), (0.207, 'conviction'), (0.991, 'that'), (0.604, 'the'), (0.983, 'guest'), (0.139, 'who'), (0.636, 'the'), (0.192, 'cousin'), (0.99, 'who'), (1.0, 'taught'), (0.979, 'yoga'), (0.445, 'invited'), (0.817, 'visited'), (0.339, 'the'), (1.0, 'uncle'), (0.035, 'drove')]
exp.b.5	drove	10.908	10.762	The conviction that the guest visited the uncle drove Jill crazy.	[(0.472, 'the'), (0.941, 'conviction'), (0.996, 'that'), (0.531, 'the'), (0.969, 'guest'), (0.817, 'visited'), (0.339, 'the'), (1.0, 'uncle'), (0.035, 'drove')]
exp.c.5	drove	10.763	10.716	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.	[(0.604, 'the'), (0.854, 'conviction'), (0.175, 'that'), (0.636, 'the'), (0.141, 'guest'), (0.99, 'who'), (0.597, 'the'), (0.991, 'cousin'), (0.445, 'invited'), (0.817, 'visited'), (0.339, 'the'), (1.0, 'uncle'), (0.035, 'drove')]
exp.a.5	drove	11.807	11.879	The conviction drove Jill crazy.	[(0.339, 'the'), (1.0, 'conviction'), (0.035, 'drove')]
exp.c.6	became	9.898	9.327	The story that the psychiatrist who the nurse assisted diagnosed the patient became widely known.	[(0.604, 'the'), (0.983, 'story'), (0.175, 'that'), (0.636, 'the'), (0.419, 'psychiatrist'), (0.99, 'who'), (0.597, 'the'), (0.297, 'nurse'), (0.917, 'assisted'), (0.972, 'diagnosed'), (0.339, 'the'), (1.0, 'patient'), (0.34, 'became')]
exp.d.6	became	9.53	9.138	The story that the psychiatrist who the nurse who prescribed medication assisted diagnosed the patient became widely known.	[(0.575, 'the'), (0.32, 'story'), (0.991, 'that'), (0.604, 'the'), (0.888, 'psychiatrist'), (0.139, 'who'), (0.636, 'the'), (0.049, 'nurse'), (0.99, 'who'), (1.0, 'prescribed'), (0.991, 'medication'), (0.917, 'assisted'), (0.972, 'diagnosed'), (0.339, 'the'), (1.0, 'patient'), (0.34, 'became')]
exp.a.6	became	8.718	7.944	The story became widely known.	[(0.339, 'the'), (1.0, 'story'), (0.34, 'became')]
exp.b.6	became	10.343	10.014	The story that the psychiatrist diagnosed the patient became widely known.	[(0.472, 'the'), (0.896, 'story'), (0.996, 'that'), (0.531, 'the'), (0.979, 'psychiatrist'), (0.972, 'diagnosed'), (0.339, 'the'), (1.0, 'patient'), (0.34, 'became')]
exp.b.7	was	6.59	5.445	The sense that the driver phoned the tourist was absolutely true.	[(0.472, 'the'), (0.95, 'sense'), (0.996, 'that'), (0.531, 'the'), (0.993, 'driver'), (0.448, 'phoned'), (0.339, 'the'), (1.0, 'tourist'), (0.619, 'was')]
exp.a.7	was	6.956	6.404	The sense was absolutely true.	[(0.339, 'the'), (1.0, 'sense'), (0.619, 'was')]
exp.c.7	was	6.976	4.758	The sense that the driver who the guide called phoned the tourist was absolutely true.	[(0.604, 'the'), (0.816, 'sense'), (0.175, 'that'), (0.636, 'the'), (0.835, 'driver'), (0.99, 'who'), (0.597, 'the'), (0.977, 'guide'), (0.816, 'called'), (0.448, 'phoned'), (0.339, 'the'), (1.0, 'tourist'), (0.619, 'was')]
exp.d.7	was	7.943	6.903	The sense that the driver who the guide who directed traffic called phoned the tourist was absolutely true.	[(0.575, 'the'), (0.003, 'sense'), (0.991, 'that'), (0.604, 'the'), (0.956, 'driver'), (0.139, 'who'), (0.636, 'the'), (0.736, 'guide'), (0.99, 'who'), (1.0, 'directed'), (0.767, 'traffic'), (0.816, 'called'), (0.448, 'phoned'), (0.339, 'the'), (1.0, 'tourist'), (0.619, 'was')]
exp.c.8	appeared	10.879	10.061	The perception that the actor who the fans loved greeted the director appeared to be true.	[(0.604, 'the'), (0.866, 'perception'), (0.175, 'that'), (0.636, 'the'), (0.994, 'actor'), (0.99, 'who'), (0.597, 'the'), (0.319, 'fans'), (0.457, 'loved'), (0.934, 'greeted'), (0.339, 'the'), (1.0, 'director'), (0.056, 'appeared')]
exp.b.8	appeared	11.002	11.078	The perception that the actor greeted the director appeared to be true.	[(0.472, 'the'), (0.838, 'perception'), (0.996, 'that'), (0.531, 'the'), (0.994, 'actor'), (0.934, 'greeted'), (0.339, 'the'), (1.0, 'director'), (0.056, 'appeared')]
exp.d.8	appeared	11.212	10.681	The perception that the actor who the fans who followed his career loved greeted the director appeared to be true.	[(0.458, 'the'), (0.157, 'perception'), (0.858, 'that'), (0.692, 'the'), (0.473, 'actor'), (0.456, 'who'), (0.366, 'the'), (0.301, 'fans'), (0.999, 'who'), (0.853, 'followed'), (0.995, 'his'), (0.877, 'career'), (0.457, 'loved'), (0.934, 'greeted'), (0.339, 'the'), (1.0, 'director'), (0.056, 'appeared')]
exp.a.8	appeared	10.971	10.972	The perception appeared to be true.	[(0.339, 'the'), (1.0, 'perception'), (0.056, 'appeared')]
exp.c.9	proved	10.601	10.108	The assertion that the banker who the analyst defrauded trusted the customer proved to be made up.	[(0.604, 'the'), (0.995, 'assertion'), (0.175, 'that'), (0.636, 'the'), (0.987, 'banker'), (0.99, 'who'), (0.597, 'the'), (0.95, 'analyst'), (0.531, 'defrauded'), (0.943, 'trusted'), (0.339, 'the'), (1.0, 'customer'), (0.032, 'proved')]
exp.d.9	proved	10.889	10.697	The assertion that the banker who the analyst who overlooked suspicious transactions defrauded trusted the customer proved to be made up.	[(0.458, 'the'), (0.11, 'assertion'), (0.858, 'that'), (0.692, 'the'), (0.916, 'banker'), (0.456, 'who'), (0.366, 'the'), (0.068, 'analyst'), (0.999, 'who'), (0.659, 'overlooked'), (1.0, 'suspicious'), (0.633, 'transactions'), (0.531, 'defrauded'), (0.943, 'trusted'), (0.339, 'the'), (1.0, 'customer'), (0.032, 'proved')]
exp.a.9	proved	9.54	9.184	The assertion proved to be made up.	[(0.339, 'the'), (1.0, 'assertion'), (0.032, 'proved')]
exp.b.9	proved	9.804	9.397	The assertion that the banker trusted the customer proved to be made up.	[(0.472, 'the'), (0.987, 'assertion'), (0.996, 'that'), (0.531, 'the'), (0.993, 'banker'), (0.943, 'trusted'), (0.339, 'the'), (1.0, 'customer'), (0.032, 'proved')]
exp.c.10	was	4.826	4.411	The impression that the judge who the attorney hated acquitted the defendant was a lie.	[(0.604, 'the'), (0.924, 'impression'), (0.175, 'that'), (0.636, 'the'), (0.437, 'judge'), (0.99, 'who'), (0.597, 'the'), (0.996, 'attorney'), (0.629, 'hated'), (0.86, 'acquitted'), (0.339, 'the'), (1.0, 'defendant'), (0.619, 'was')]
exp.d.10	was	5.079	4.409	The impression that the judge who the attorney who presented compelling evidence hated acquitted the defendant was a lie.	[(0.458, 'the'), (0.852, 'impression'), (0.858, 'that'), (0.692, 'the'), (0.915, 'judge'), (0.456, 'who'), (0.366, 'the'), (0.525, 'attorney'), (0.999, 'who'), (0.542, 'presented'), (1.0, 'compelling'), (0.273, 'evidence'), (0.629, 'hated'), (0.86, 'acquitted'), (0.339, 'the'), (1.0, 'defendant'), (0.619, 'was')]
exp.a.10	was	4.847	4.2	The impression was a lie.	[(0.339, 'the'), (1.0, 'impression'), (0.619, 'was')]
exp.b.10	was	3.648	3.005	The impression that the judge acquitted the defendant was a lie.	[(0.472, 'the'), (0.85, 'impression'), (0.996, 'that'), (0.531, 'the'), (0.943, 'judge'), (0.86, 'acquitted'), (0.339, 'the'), (1.0, 'defendant'), (0.619, 'was')]
exp.d.11	seemed	10.792	9.776	The observation that the neighbour who the woman who heard rumors distrusted poisoned the dog seemed to be a malicious smear.	[(0.575, 'the'), (0.014, 'observation'), (0.991, 'that'), (0.604, 'the'), (0.526, 'neighbour'), (0.139, 'who'), (0.636, 'the'), (0.375, 'woman'), (0.99, 'who'), (1.0, 'heard'), (0.851, 'rumors'), (0.999, 'distrusted'), (0.858, 'poisoned'), (0.339, 'the'), (1.0, 'dog'), (0.216, 'seemed')]
exp.b.11	seemed	10.493	9.034	The observation that the neighbour poisoned the dog seemed to be a malicious smear.	[(0.472, 'the'), (0.208, 'observation'), (0.996, 'that'), (0.531, 'the'), (0.678, 'neighbour'), (0.858, 'poisoned'), (0.339, 'the'), (1.0, 'dog'), (0.216, 'seemed')]
