Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	5.179	4.834	The insinuation that the teacher failed the student was only a malicious smear.
exp.d.1	was	5.957	5.466	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.
exp.a.1	was	5.676	5.318	The insinuation was only a malicious smear.
exp.c.1	was	5.44	4.426	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.
exp.c.2	seemed	8.755	8.748	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.
exp.b.2	seemed	9.879	9.263	The certainty that the doctor cured the patients seemed hard to believe.
exp.a.2	seemed	10.38	10.322	The certainty seemed hard to believe.
exp.d.2	seemed	9.589	8.783	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.
exp.b.3	was	8.347	7.771	The understanding that the president appointed the commander was entirely bogus.
exp.d.3	was	7.711	7.664	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.
exp.c.3	was	7.3	5.881	The understanding that the president who the farmer admired appointed the commander was entirely bogus.
exp.a.3	was	6.726	6.384	The understanding was entirely bogus.
exp.b.4	appeared	12.476	11.369	The guess that the victim sued the criminal appeared on TV.
exp.c.4	appeared	13.71	11.744	The guess that the victim who the swimmer rescued sued the criminal appeared on TV.
exp.d.4	appeared	12.612	10.689	The guess that the victim who the swimmer who administered first aid rescued sued the criminal appeared on TV.
exp.a.4	appeared	10.725	9.597	The guess appeared on TV.
exp.d.5	drove	11.283	10.477	The conviction that the guest who the cousin who taught yoga invited visited the uncle drove Jill crazy.
exp.b.5	drove	11.154	10.921	The conviction that the guest visited the uncle drove Jill crazy.
exp.c.5	drove	11.404	11.145	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.
exp.a.5	drove	11.894	11.736	The conviction drove Jill crazy.
exp.c.6	became	9.487	8.492	The story that the psychiatrist who the nurse assisted diagnosed the patient became widely known.
exp.d.6	became	8.844	8.267	The story that the psychiatrist who the nurse who prescribed medication assisted diagnosed the patient became widely known.
exp.a.6	became	8.22	7.952	The story became widely known.
exp.b.6	became	9.76	8.246	The story that the psychiatrist diagnosed the patient became widely known.
exp.b.7	was	6.368	5.041	The sense that the driver phoned the tourist was absolutely true.
exp.a.7	was	6.828	6.423	The sense was absolutely true.
exp.c.7	was	6.528	4.875	The sense that the driver who the guide called phoned the tourist was absolutely true.
exp.d.7	was	6.965	6.384	The sense that the driver who the guide who directed traffic called phoned the tourist was absolutely true.
exp.c.8	appeared	10.464	9.848	The perception that the actor who the fans loved greeted the director appeared to be true.
exp.b.8	appeared	11.092	10.854	The perception that the actor greeted the director appeared to be true.
exp.d.8	appeared	11.356	10.549	The perception that the actor who the fans who followed his career loved greeted the director appeared to be true.
exp.a.8	appeared	11.078	11.037	The perception appeared to be true.
exp.c.9	proved	10.798	10.292	The assertion that the banker who the analyst defrauded trusted the customer proved to be made up.
exp.d.9	proved	10.476	10.239	The assertion that the banker who the analyst who overlooked suspicious transactions defrauded trusted the customer proved to be made up.
exp.a.9	proved	9.251	9.068	The assertion proved to be made up.
exp.b.9	proved	9.936	9.452	The assertion that the banker trusted the customer proved to be made up.
exp.c.10	was	4.297	3.435	The impression that the judge who the attorney hated acquitted the defendant was a lie.
exp.d.10	was	5.596	4.305	The impression that the judge who the attorney who presented compelling evidence hated acquitted the defendant was a lie.
exp.a.10	was	4.986	4.197	The impression was a lie.
exp.b.10	was	3.969	3.514	The impression that the judge acquitted the defendant was a lie.
exp.d.11	seemed	9.771	8.803	The observation that the neighbour who the woman who heard rumors distrusted poisoned the dog seemed to be a malicious smear.
exp.b.11	seemed	9.436	8.186	The observation that the neighbour poisoned the dog seemed to be a malicious smear.
exp.c.11	seemed	9.851	8.146	The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.
exp.a.11	seemed	9.173	8.724	The observation seemed to be a malicious smear.
exp.a.12	was	5.139	4.443	The reminder was sad to hear.
exp.c.12	was	6.766	5.601	The reminder that the actor who the producer blamed got very sick was sad to hear.
exp.d.12	was	7.344	6.668	The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.
exp.b.12	was	7.018	5.443	The reminder that the actor got very sick was sad to hear.
exp.c.13	was	5.095	4.111	The indication that the captain who the crew trusted commanded the sailor was nice to hear.
exp.a.13	was	5.162	5.017	The indication was nice to hear.
exp.d.13	was	5.213	4.774	The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.
exp.b.13	was	5.102	4.506	The indication that the captain commanded the sailor was nice to hear.
exp.a.14	seemed	9.414	9.134	The complaint seemed absurd.
exp.c.14	seemed	11.516	9.433	The complaint that the manager who the boss authorized hired the intern seemed absurd.
exp.b.14	seemed	9.853	8.955	The complaint that the manager hired the intern seemed absurd.
