Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	5.72	5.212	The insinuation that the teacher failed the student was only a malicious smear.
exp.d.1	was	7.175	6.521	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.
exp.a.1	was	5.305	5.305	The insinuation was only a malicious smear.
exp.c.1	was	5.776	4.426	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.
exp.c.2	seemed	11.281	11.114	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.
exp.b.2	seemed	11.036	10.144	The certainty that the doctor cured the patients seemed hard to believe.
exp.a.2	seemed	10.392	10.392	The certainty seemed hard to believe.
exp.d.2	seemed	11.191	10.827	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.
exp.b.3	was	8.421	8.246	The understanding that the president appointed the commander was entirely bogus.
exp.d.3	was	8.778	8.515	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.
exp.c.3	was	8.085	8.017	The understanding that the president who the farmer admired appointed the commander was entirely bogus.
exp.a.3	was	6.387	6.387	The understanding was entirely bogus.
exp.b.4	appeared	13.556	12.388	The guess that the victim sued the criminal appeared on TV.
exp.c.4	appeared	12.0	11.554	The guess that the victim who the swimmer rescued sued the criminal appeared on TV.
exp.d.4	appeared	11.917	11.779	The guess that the victim who the swimmer who administered first aid rescued sued the criminal appeared on TV.
exp.a.4	appeared	9.242	9.242	The guess appeared on TV.
exp.d.5	drove	11.578	10.981	The conviction that the guest who the cousin who taught yoga invited visited the uncle drove Jill crazy.
exp.b.5	drove	11.3	10.884	The conviction that the guest visited the uncle drove Jill crazy.
exp.c.5	drove	11.258	10.778	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.
exp.a.5	drove	11.848	11.848	The conviction drove Jill crazy.
exp.c.6	became	8.778	8.908	The story that the psychiatrist who the nurse assisted diagnosed the patient became widely known.
exp.d.6	became	7.985	7.924	The story that the psychiatrist who the nurse who prescribed medication assisted diagnosed the patient became widely known.
exp.a.6	became	7.931	7.931	The story became widely known.
exp.b.6	became	10.67	10.692	The story that the psychiatrist diagnosed the patient became widely known.
exp.b.7	was	7.757	6.834	The sense that the driver phoned the tourist was absolutely true.
exp.a.7	was	6.477	6.477	The sense was absolutely true.
exp.c.7	was	7.935	7.827	The sense that the driver who the guide called phoned the tourist was absolutely true.
exp.d.7	was	8.181	8.132	The sense that the driver who the guide who directed traffic called phoned the tourist was absolutely true.
exp.c.8	appeared	11.709	10.994	The perception that the actor who the fans loved greeted the director appeared to be true.
exp.b.8	appeared	12.049	11.739	The perception that the actor greeted the director appeared to be true.
exp.d.8	appeared	11.316	10.806	The perception that the actor who the fans who followed his career loved greeted the director appeared to be true.
exp.a.8	appeared	11.018	11.018	The perception appeared to be true.
exp.c.9	proved	10.943	10.664	The assertion that the banker who the analyst defrauded trusted the customer proved to be made up.
exp.d.9	proved	10.523	10.468	The assertion that the banker who the analyst who overlooked suspicious transactions defrauded trusted the customer proved to be made up.
exp.a.9	proved	9.174	9.174	The assertion proved to be made up.
exp.b.9	proved	10.213	9.606	The assertion that the banker trusted the customer proved to be made up.
exp.c.10	was	5.943	5.409	The impression that the judge who the attorney hated acquitted the defendant was a lie.
exp.d.10	was	5.722	5.676	The impression that the judge who the attorney who presented compelling evidence hated acquitted the defendant was a lie.
exp.a.10	was	4.189	4.189	The impression was a lie.
exp.b.10	was	7.113	6.405	The impression that the judge acquitted the defendant was a lie.
exp.d.11	seemed	10.751	10.348	The observation that the neighbour who the woman who heard rumors distrusted poisoned the dog seemed to be a malicious smear.
exp.b.11	seemed	10.795	9.046	The observation that the neighbour poisoned the dog seemed to be a malicious smear.
exp.c.11	seemed	10.994	10.853	The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.
exp.a.11	seemed	8.706	8.706	The observation seemed to be a malicious smear.
exp.a.12	was	4.418	4.418	The reminder was sad to hear.
exp.c.12	was	8.49	8.662	The reminder that the actor who the producer blamed got very sick was sad to hear.
exp.d.12	was	8.528	8.014	The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.
exp.b.12	was	8.398	6.309	The reminder that the actor got very sick was sad to hear.
exp.c.13	was	5.414	5.102	The indication that the captain who the crew trusted commanded the sailor was nice to hear.
exp.a.13	was	5.012	5.012	The indication was nice to hear.
exp.d.13	was	5.839	5.244	The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.
exp.b.13	was	7.055	6.33	The indication that the captain commanded the sailor was nice to hear.
exp.a.14	seemed	9.077	9.077	The complaint seemed absurd.
exp.c.14	seemed	12.05	12.281	The complaint that the manager who the boss authorized hired the intern seemed absurd.
exp.b.14	seemed	10.488	10.182	The complaint that the manager hired the intern seemed absurd.
exp.d.14	seemed	12.214	11.944	The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.
exp.a.15	was	3.889	3.889	The evidence was entirely correct.
exp.b.15	was	6.514	6.121	The evidence that the bully harassed the boy was entirely correct.
exp.c.15	was	5.375	4.739	The evidence that the bully who the children hated harassed the boy was entirely correct.
exp.d.15	was	5.265	5.068	The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.
exp.c.16	reached	12.303	11.537	The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.
exp.d.16	reached	12.468	12.196	The rumor that the plaintiff who the jury who examined documents interrogated interrupted the witness reached the news.
exp.a.16	reached	7.884	7.884	The rumor reached the news.
exp.b.16	reached	13.447	12.915	The rumor that the plaintiff interrupted the witness reached the news.
exp.d.17	sounds	9.609	9.415	The prediction that the drunkard who the thug who stumbled clumsily hit outwitted the bartender sounds hilarious.
exp.c.17	sounds	10.357	10.266	The prediction that the drunkard who the thug hit outwitted the bartender sounds hilarious.
exp.b.17	sounds	8.472	8.561	The prediction that the drunkard outwitted the bartender sounds hilarious.
exp.a.17	sounds	9.045	9.045	The prediction sounds hilarious.
exp.d.18	proved	11.808	11.632	The opinion that the medic who the survivor who received treatment thanked greeted the surgeon proved to be untrue.
exp.a.18	proved	10.262	10.262	The opinion proved to be untrue.
exp.c.18	proved	12.703	12.939	The opinion that the medic who the survivor thanked greeted the surgeon proved to be untrue.
exp.b.18	proved	12.57	12.085	The opinion that the medic greeted the surgeon proved to be untrue.
exp.b.19	took	9.809	9.247	The confirmation that the lifesaver rescued the swimmer took the townspeople by surprise.
exp.d.19	took	9.235	9.341	The confirmation that the lifesaver who the soldier who demonstrated techniques taught rescued the swimmer took the townspeople by surprise.
exp.a.19	took	8.118	8.118	The confirmation took the townspeople by surprise.
exp.c.19	took	9.864	8.962	The confirmation that the lifesaver who the soldier taught rescued the swimmer took the townspeople by surprise.
exp.d.20	was	6.608	5.777	The remark that the fisherman who the gardener who planted seeds helped admired the politician was interesting.
exp.a.20	was	2.713	2.713	The remark was interesting.
exp.c.20	was	6.558	6.349	The remark that the fisherman who the gardener helped admired the politician was interesting.
exp.b.20	was	7.434	6.852	The remark that the fisherman admired the politician was interesting.
exp.b.21	was	7.292	6.743	The assumption that the janitor ignored the audience was funny.
exp.d.21	was	6.121	6.014	The assumption that the janitor who the organiser who planned events criticised ignored the audience was funny.
exp.a.21	was	3.842	3.842	The assumption was funny.
exp.c.21	was	6.82	6.074	The assumption that the janitor who the organiser criticised ignored the audience was funny.
exp.a.22	drove	12.339	12.291	The statement drove everyone crazy.
exp.b.22	drove	14.907	14.08	The statement that the investor deceived the entrepreneur drove everyone crazy.
exp.d.22	drove	12.852	12.679	The statement that the investor who the scientist who published research detested deceived the entrepreneur drove everyone crazy.
exp.c.22	drove	13.007	12.28	The statement that the investor who the scientist detested deceived the entrepreneur drove everyone crazy.
exp.d.23	went	9.361	9.367	The idea that the firefighter who the neighbour who spread rumors insulted rescued the houseowner went unnoticed.
exp.b.23	went	8.432	8.225	The idea that the firefighter rescued the houseowner went unnoticed.
exp.c.23	went	9.224	9.187	The idea that the firefighter who the neighbour insulted rescued the houseowner went unnoticed.
exp.a.23	went	8.398	8.398	The idea went unnoticed.
exp.c.24	was	6.418	6.188	The announcement that the agent who the FBI sent arrested the criminal was acknowledged.
exp.d.24	was	7.615	6.546	The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.
exp.a.24	was	3.153	3.153	The announcement was acknowledged.
exp.b.24	was	4.248	3.702	The announcement that the agent arrested the criminal was acknowledged.
exp.d.25	was	5.386	5.12	The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.
exp.a.25	was	4.656	4.656	The news was true.
exp.b.25	was	6.314	5.452	The news that the plumber assisted the woman was true.
exp.c.25	was	6.026	5.269	The news that the plumber who the apprentice consulted assisted the woman was true.
exp.b.26	deserved	10.859	10.605	The thought that the senator defeated the opponent deserved attention.
exp.d.26	deserved	12.456	12.219	The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.
exp.c.26	deserved	13.102	12.89	The thought that the senator who the diplomat supported defeated the opponent deserved attention.
exp.a.26	deserved	13.137	13.137	The thought deserved attention.
exp.b.27	did	7.502	6.74	The truth that the fiance married the bride did not surprise anyone.
exp.d.27	did	8.115	8.104	The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.
exp.c.27	did	8.957	8.989	The truth that the fiance who the author met married the bride did not surprise anyone.
exp.a.27	did	7.953	7.953	The truth did not surprise anyone.
exp.b.28	came	9.585	8.81	The belief that the businessman fired the employee came as a disappointment.
exp.c.28	came	9.409	9.271	The belief that the businessman who the sponsor backed fired the employee came as a disappointment.
exp.a.28	came	9.764	9.764	The belief came as a disappointment.
exp.d.28	came	9.384	9.599	The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.
exp.d.29	shocked	9.957	9.499	The conjecture that the thief who the detective who investigated crimes caught robbed the woman shocked her family.
exp.b.29	shocked	12.068	11.419	The conjecture that the thief robbed the woman shocked her family.
exp.a.29	shocked	14.077	14.077	The conjecture shocked her family.
exp.c.29	shocked	11.085	11.388	The conjecture that the thief who the detective caught robbed the woman shocked her family.
exp.c.30	seemed	11.482	11.195	The accusation that the criminal who the stranger distracted abducted the officer seemed concerning.
exp.b.30	seemed	11.956	10.925	The accusation that the criminal abducted the officer seemed concerning.
exp.d.30	seemed	11.298	11.015	The accusation that the criminal who the stranger who caused chaos distracted abducted the officer seemed concerning.
exp.a.30	seemed	8.337	8.337	The accusation seemed concerning.
exp.c.31	was	7.689	7.398	The contention that the customer who the vendor welcomed contacted the clerk was very believable.
exp.b.31	was	6.365	5.264	The contention that the customer contacted the clerk was very believable.
exp.a.31	was	3.745	3.745	The contention was very believable.
exp.d.31	was	7.763	8.002	The contention that the customer who the vendor who provided assistance welcomed contacted the clerk was very believable.
exp.c.32	troubled	14.174	14.156	The concern that the commander who the president appointed resigned yesterday troubled people.
exp.d.32	troubled	13.489	13.373	The concern that the commander who the president who made decisions appointed resigned yesterday troubled people.
exp.b.32	troubled	12.591	12.246	The concern that the commander resigned yesterday troubled people.
exp.a.32	troubled	12.342	12.342	The concern troubled people.
exp.d.33	calmed	15.784	14.803	The conclusion that the trickster who the woman who wore a hat recognized was arrested by the police calmed people down.
exp.a.33	calmed	15.055	15.055	The conclusion calmed people down.
exp.b.33	calmed	15.467	14.982	The conclusion that the trickster was arrested by the police calmed people down.
exp.c.33	calmed	15.84	15.456	The conclusion that the trickster who the woman recognized was arrested by the police calmed people down.
exp.d.34	did	9.896	9.347	The disclosure that the administrator who the farmer who provided support endorsed was elected three days ago did not bother the farmer.
exp.b.34	did	10.391	9.887	The disclosure that the administrator was elected three days ago did not bother the farmer.
exp.c.34	did	9.701	9.071	The disclosure that the administrator who the farmer endorsed was elected three days ago did not bother the farmer.
exp.a.34	did	7.139	7.139	The disclosure did not bother the farmer.
exp.c.35	gave	11.238	10.962	The allegation that the politician who the banker bribed seemed corrupt to everyone gave John the chills.
exp.d.35	gave	10.688	10.427	The allegation that the politician who the banker who laundered money bribed seemed corrupt to everyone gave John the chills.
exp.b.35	gave	11.787	11.084	The allegation that the politician seemed corrupt to everyone gave John the chills.
exp.a.35	gave	8.848	8.848	The allegation gave John the chills.
exp.d.36	did	10.912	10.894	The speculation that the sculptor who the painter who exhibited talent admired made sculptures in the US did not surprise anyone.
