Noun	Item	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	SurprisalsWithThat	SurprisalsWithoutThat	Word
exp.b.1	was	5.406	4.745	The insinuation that the teacher failed the student was only a malicious smear.	[(0.394, 'the'), (0.732, 'insinuation'), (0.56, 'that'), (0.161, 'the'), (0.993, 'teacher'), (0.947, 'failed'), (0.211, 'the'), (1.0, 'student'), (0.547, 'was')]
exp.d.1	was	5.151	4.588	The insinuation that the teacher who the principal who excelled in leadership liked failed the student was only a malicious smear.	[(0.611, 'the'), (0.465, 'insinuation'), (0.861, 'that'), (0.794, 'the'), (0.771, 'teacher'), (0.921, 'who'), (0.507, 'the'), (0.85, 'principal'), (0.976, 'who'), (0.613, 'excelled'), (0.951, 'in'), (0.311, 'leadership'), (0.134, 'liked'), (0.947, 'failed'), (0.211, 'the'), (1.0, 'student'), (0.547, 'was')]
exp.a.1	was	6.035	5.341	The insinuation was only a malicious smear.	[(0.211, 'the'), (0.999, 'insinuation'), (0.547, 'was')]
exp.c.1	was	5.096	4.405	The insinuation that the teacher who the principal liked failed the student was only a malicious smear.	[(0.638, 'the'), (0.776, 'insinuation'), (0.901, 'that'), (0.693, 'the'), (0.338, 'teacher'), (0.999, 'who'), (0.701, 'the'), (0.963, 'principal'), (0.134, 'liked'), (0.947, 'failed'), (0.211, 'the'), (1.0, 'student'), (0.547, 'was')]
exp.c.2	seemed	9.342	9.368	The certainty that the doctor who the colleague mistrusted cured the patients seemed hard to believe.	[(0.638, 'the'), (0.894, 'certainty'), (0.901, 'that'), (0.693, 'the'), (0.103, 'doctor'), (0.999, 'who'), (0.701, 'the'), (0.987, 'colleague'), (0.766, 'mistrusted'), (0.947, 'cured'), (0.211, 'the'), (1.0, 'patients'), (0.653, 'seemed')]
exp.b.2	seemed	10.428	9.677	The certainty that the doctor cured the patients seemed hard to believe.	[(0.394, 'the'), (0.983, 'certainty'), (0.56, 'that'), (0.161, 'the'), (0.99, 'doctor'), (0.947, 'cured'), (0.211, 'the'), (1.0, 'patients'), (0.653, 'seemed')]
exp.a.2	seemed	10.541	10.424	The certainty seemed hard to believe.	[(0.211, 'the'), (1.0, 'certainty'), (0.653, 'seemed')]
exp.d.2	seemed	9.631	9.614	The certainty that the doctor who the colleague who discovered new therapies mistrusted cured the patients seemed hard to believe.	[(0.611, 'the'), (0.997, 'certainty'), (0.861, 'that'), (0.794, 'the'), (0.07, 'doctor'), (0.921, 'who'), (0.507, 'the'), (0.709, 'colleague'), (0.976, 'who'), (0.117, 'discovered'), (0.994, 'new'), (0.999, 'therapies'), (0.766, 'mistrusted'), (0.947, 'cured'), (0.211, 'the'), (1.0, 'patients'), (0.653, 'seemed')]
exp.b.3	was	7.888	7.406	The understanding that the president appointed the commander was entirely bogus.	[(0.394, 'the'), (0.928, 'understanding'), (0.56, 'that'), (0.161, 'the'), (0.39, 'president'), (0.95, 'appointed'), (0.211, 'the'), (1.0, 'commander'), (0.547, 'was')]
exp.d.3	was	7.783	7.737	The understanding that the president who the farmer who implemented agricultural policies admired appointed the commander was entirely bogus.	[(0.611, 'the'), (0.943, 'understanding'), (0.861, 'that'), (0.794, 'the'), (0.181, 'president'), (0.921, 'who'), (0.507, 'the'), (0.229, 'farmer'), (0.976, 'who'), (0.872, 'implemented'), (0.999, 'agricultural'), (0.983, 'policies'), (0.957, 'admired'), (0.95, 'appointed'), (0.211, 'the'), (1.0, 'commander'), (0.547, 'was')]
exp.c.3	was	7.425	6.22	The understanding that the president who the farmer admired appointed the commander was entirely bogus.	[(0.638, 'the'), (0.554, 'understanding'), (0.901, 'that'), (0.693, 'the'), (0.034, 'president'), (0.999, 'who'), (0.701, 'the'), (0.85, 'farmer'), (0.957, 'admired'), (0.95, 'appointed'), (0.211, 'the'), (1.0, 'commander'), (0.547, 'was')]
exp.a.3	was	6.675	6.403	The understanding was entirely bogus.	[(0.211, 'the'), (1.0, 'understanding'), (0.547, 'was')]
exp.b.4	appeared	13.295	12.124	The guess that the victim sued the criminal appeared on TV.	[(0.394, 'the'), (0.451, 'guess'), (0.56, 'that'), (0.161, 'the'), (0.097, 'victim'), (0.936, 'sued'), (0.211, 'the'), (1.0, 'criminal'), (0.468, 'appeared')]
exp.c.4	appeared	14.177	11.137	The guess that the victim who the swimmer rescued sued the criminal appeared on TV.	[(0.638, 'the'), (0.615, 'guess'), (0.901, 'that'), (0.693, 'the'), (0.129, 'victim'), (0.999, 'who'), (0.701, 'the'), (0.453, 'swimmer'), (0.083, 'rescued'), (0.936, 'sued'), (0.211, 'the'), (1.0, 'criminal'), (0.468, 'appeared')]
exp.d.4	appeared	13.651	10.872	The guess that the victim who the swimmer who administered first aid rescued sued the criminal appeared on TV.	[(0.611, 'the'), (0.651, 'guess'), (0.861, 'that'), (0.794, 'the'), (0.036, 'victim'), (0.921, 'who'), (0.507, 'the'), (0.985, 'swimmer'), (0.976, 'who'), (0.662, 'administered'), (0.997, 'first'), (0.986, 'aid'), (0.083, 'rescued'), (0.936, 'sued'), (0.211, 'the'), (1.0, 'criminal'), (0.468, 'appeared')]
exp.a.4	appeared	11.815	9.575	The guess appeared on TV.	[(0.211, 'the'), (1.0, 'guess'), (0.468, 'appeared')]
exp.d.5	drove	11.057	10.474	The conviction that the guest who the cousin who taught yoga invited visited the uncle drove Jill crazy.	[(0.677, 'the'), (0.175, 'conviction'), (0.867, 'that'), (0.638, 'the'), (0.91, 'guest'), (0.182, 'who'), (0.693, 'the'), (0.102, 'cousin'), (0.999, 'who'), (0.984, 'taught'), (0.996, 'yoga'), (0.38, 'invited'), (0.993, 'visited'), (0.211, 'the'), (1.0, 'uncle'), (0.608, 'drove')]
exp.b.5	drove	10.965	10.796	The conviction that the guest visited the uncle drove Jill crazy.	[(0.394, 'the'), (0.95, 'conviction'), (0.56, 'that'), (0.161, 'the'), (0.92, 'guest'), (0.993, 'visited'), (0.211, 'the'), (1.0, 'uncle'), (0.608, 'drove')]
exp.c.5	drove	11.751	9.88	The conviction that the guest who the cousin invited visited the uncle drove Jill crazy.	[(0.638, 'the'), (0.702, 'conviction'), (0.901, 'that'), (0.693, 'the'), (0.018, 'guest'), (0.999, 'who'), (0.701, 'the'), (0.986, 'cousin'), (0.38, 'invited'), (0.993, 'visited'), (0.211, 'the'), (1.0, 'uncle'), (0.608, 'drove')]
exp.a.5	drove	11.977	11.831	The conviction drove Jill crazy.	[(0.211, 'the'), (1.0, 'conviction'), (0.608, 'drove')]
exp.c.6	became	9.069	9.005	The story that the psychiatrist who the nurse assisted diagnosed the patient became widely known.	[(0.638, 'the'), (0.687, 'story'), (0.901, 'that'), (0.693, 'the'), (0.013, 'psychiatrist'), (0.999, 'who'), (0.701, 'the'), (1.0, 'nurse'), (0.919, 'assisted'), (0.946, 'diagnosed'), (0.211, 'the'), (1.0, 'patient'), (0.528, 'became')]
